"levels.sponge_raw_longform.Taxonomic_Group."
"Agelas.clathrodes..Agelas.citrina.or.Clathria.faviformis"
"Agelas.conifera"
"Agelas.spp."
"Ailochroia.crassa.and.Verongula.rigida"
"Amphimedon.compressa"
"Amphimedon.sp...complanata.."
"Amphimedon.viridis"
"Aplysina..fistularis..insularis..fulva."
"Aplysina.cauliformes"
"Aplysina.lacunosa..Suberia.sp..And.Verongula.reiswigi"
"Artemisina.melana.or.Iotrocha.arenosa"
"Black..spiny..purple.exudate.but.not.slimy"
"Breadcrumb..Svenzea.zeai.or.S..cristinae.or.Calyx.podatypa."
"Callyspongia.fallax"
"Callyspongia.plicifera"
"Callyspongia.vaginalis"
"Cervicornia.cuspidifera"
"Chondrilla.caribensis"
"Cinachyrella.kuekenthali"
"Clathria.venosa"
"Clathria.virgultosa.Raphidophlus.juniperus"
"Cliona.delithrix"
"Cliona.laticavicola"
"Cliona.varians"
"Cribochalina.vasculum.Petrosia.pellasarca"
"Desmapsamma.anchorata"
"Dictyonella..Scopalina..funicularis"
"Disidea.janiae"
"Disidea.sp...etheria."
"Dragmacidon.reticulatum"
"Ectoplasia.ferox"
"Halisarca.cerulea"
"Higginsia.coralloides..may..include.Ptilocaulis.walpersii."
"Hyrtios.sp.or.Spheciosphongia.vesparium"
"Iotrocha.birotula"
"Iotrocha.sp."
"Ircinia.campana"
"Ircinia.felix"
"Ircinia.strobilina"
"Like.C..fallax.but.soft.with.pinched.tube.ends"
"Monanchora.arbuscula"
"Mycale.laevis"
"Mycale.laxissima"
"Neofibularia.nolitangere"
"Neopetrosia.proxima..may.include.Xestospongia.subtriangularis."
"Niphates.erecta..may.include.N..amorpha."
"Niphates.sp..Or.Lissodendoryx."
"Orange.encrusting"
"Pandaros.acanthifolium"
"Plakortis.sp."
"Red.Encrusting"
"Scopalina.ruetzleri"
"Spirastrella.coccinea.and.S..hartmani"
"Spongosorites.coralliphaga"
"Tectitethya.crypta"
"unidentified"
"X.Ircinia.smooth...Spongia.."
"Xestospongia.muta"
