"Modnames","K","AICc","Delta_AICc","ModelLik","AICcWt","LL","Cum.Wt"
"r_yr_site",11,1079.72643959718,0,1,0.964071492066252,-527.99479874596,0.964071492066252
"r_site",10,1086.48058823126,6.75414863407696,0.0341472126516612,0.0329203542509906,-532.521339867264,0.996991846317243
"r_yr",4,1092.83676263067,13.1103230334845,0.00142275305000762,0.00137163565576266,-542.292595151812,0.998363481973006
"r_site_sitexr",17,1093.22695307576,13.5005134785818,0.00117057904857363,0.00112852188993987,-527.517586126924,0.999492003862945
"r_yr_yrxr",5,1094.82846440724,15.1020248100549,0.000525577760109367,0.000506694535385477,-542.224358785897,0.999998698398331
"r",3,1106.75708994418,27.0306503470008,1.35010907362435e-06,1.30160166906122e-06,-550.303544972092,1
